3.000000000000000000e+00 -1.099374279832773915e+01 -6.468984907922731509e+00
3.500000000000000000e+00 -1.221666757554845795e+01 -7.744014792702366812e+00
4.000000000000000000e+00 -1.244663318681586439e+01 -7.980919471782394581e+00
4.500000000000000000e+00 -1.247616987453758952e+01 -8.011190958755918246e+00
5.000000000000000000e+00 -1.247897753879588656e+01 -8.014060337636866649e+00
5.500000000000000000e+00 -1.247919039593775281e+01 -8.014277473040486655e+00
6.000000000000000000e+00 -1.247920401651925637e+01 -8.014291348931775971e+00
6.500000000000000000e+00 -1.247920401836915971e+01 -8.014291364314919619e+00
7.000000000000000000e+00 -1.247920401466199891e+01 -8.014291361259321178e+00
7.500000000000000000e+00 -1.247920401445511729e+01 -8.014291361081403053e+00
8.000000000000000000e+00 -1.247920401445506045e+01 -8.014291361082548804e+00
8.500000000000000000e+00 -1.247920401445506045e+01 -8.014291361082548804e+00
9.000000000000000000e+00 -1.247920401445504268e+01 -8.014291361082579002e+00
9.500000000000000000e+00 -1.247920401445504268e+01 -8.014291361082579002e+00
1.000000000000000000e+01 -1.247920401445504268e+01 -8.014291361082579002e+00
