3.000000000000000000e+00 -5.901538890990672748e+00 -3.015280914864821860e+00
3.500000000000000000e+00 -6.957708400645437052e+00 -4.150484054983165194e+00
4.000000000000000000e+00 -7.289087879449488661e+00 -4.498546239452521966e+00
4.500000000000000000e+00 -7.366951343985749467e+00 -4.579513808878614256e+00
5.000000000000000000e+00 -7.381462209376983274e+00 -4.594523637674900129e+00
5.500000000000000000e+00 -7.383706340461565709e+00 -4.596837382899360058e+00
6.000000000000000000e+00 -7.384006523106755537e+00 -4.597146179859810999e+00
6.500000000000000000e+00 -7.384042405377204688e+00 -4.597183029612979865e+00
7.000000000000000000e+00 -7.384046329254278618e+00 -4.597187053944899127e+00
7.500000000000000000e+00 -7.384046338287728162e+00 -4.597187072755096082e+00
8.000000000000000000e+00 -7.384046332764781617e+00 -4.597187068133307797e+00
8.500000000000000000e+00 -7.384046332152947478e+00 -4.597187067600777333e+00
9.000000000000000000e+00 -7.384046332089419629e+00 -4.597187067543955230e+00
9.500000000000000000e+00 -7.384046332089718945e+00 -4.597187067544799888e+00
1.000000000000000000e+01 -7.384046332089743814e+00 -4.597187067544870054e+00
