0.000000000000000000e+00 nan
2.556000000000000112e-03 2.244008807850129961e-01
5.112000000000000224e-03 3.549231839844541603e-01
7.667999999999999469e-03 4.851497226670645757e-01
1.022400000000000045e-02 6.154317022222123290e-01
1.278000000000000143e-02 7.459187276221106444e-01
1.533600000000000067e-02 8.767090848736907027e-01
1.789200000000000165e-02 1.007883303351505333e+00
2.044800000000000090e-02 1.139514701398247176e+00
2.300400000000000014e-02 1.271673477843685784e+00
2.555999999999999939e-02 1.404428556340333367e+00
2.811599999999999863e-02 1.537848519573138395e+00
3.067199999999999441e-02 1.672002129964864192e+00
3.322800000000000059e-02 1.806958643954118537e+00
3.578399999999999637e-02 1.942788014271137120e+00
3.833999999999999908e-02 2.079561026441443694e+00
4.089600000000000180e-02 2.217349393494021381e+00
4.345200000000000451e-02 2.356225821913880303e+00
4.600800000000000722e-02 2.496264056220601990e+00
4.856400000000000994e-02 2.637538906501438962e+00
5.112000000000001265e-02 2.780126261524485720e+00
5.367600000000001537e-02 2.924103089083910145e+00
5.623200000000001808e-02 3.069547424664758495e+00
5.878800000000002079e-02 3.216538349187179513e+00
6.134400000000001657e-02 3.365155956403185655e+00
6.390000000000001235e-02 3.515481310418095529e+00
6.645600000000002894e-02 3.667596393760870654e+00
6.901200000000001777e-02 3.821584046412777269e+00
7.156800000000003437e-02 3.977527896209519298e+00
7.412400000000002320e-02 4.135512281050186978e+00
7.668000000000002592e-02 4.295622163371624502e+00
7.923600000000002863e-02 4.457943037375457607e+00
8.179200000000003135e-02 4.622560829524455350e+00
8.434800000000003406e-02 4.789561792853328726e+00
8.690400000000003677e-02 4.959032395665050608e+00
8.946000000000003949e-02 5.131059205206473628e+00
9.201600000000004220e-02 5.305728766935564167e+00
9.457200000000004492e-02 5.483127480006610988e+00
9.712800000000004763e-02 5.663341469608845102e+00
9.968400000000003647e-02 5.846456456797921142e+00
1.022400000000000531e-01 6.032557626458642019e+00
1.047960000000000419e-01 6.221729494031045249e+00
1.073520000000000585e-01 6.414055771620902568e+00
1.099080000000000473e-01 6.609619234099816332e+00
1.124640000000000639e-01 6.808501585779918486e+00
1.150200000000000528e-01 7.010783328223943123e+00
1.175760000000000693e-01 7.216543629723640052e+00
1.201320000000000582e-01 7.425860196948552705e+00
1.226880000000000748e-01 7.638809149233598994e+00
1.252440000000000497e-01 7.855464895938188974e+00
1.278000000000000524e-01 8.075900017272246600e+00
1.303560000000000552e-01 8.300185148946034985e+00
