3.000000000000000000e+00 -4.099548801489251382e+00 -1.588857055658923656e+00
3.500000000000000000e+00 -5.400627768514139504e+00 -3.024513122208408067e+00
4.000000000000000000e+00 -5.950655519313554187e+00 -3.609015135476466796e+00
4.500000000000000000e+00 -6.123471344546792317e+00 -3.789846396816320961e+00
5.000000000000000000e+00 -6.166832475182850715e+00 -3.834873521038814292e+00
5.500000000000000000e+00 -6.175864151507577837e+00 -3.844211053015707424e+00
6.000000000000000000e+00 -6.177480761430636846e+00 -3.845877614488916851e+00
6.500000000000000000e+00 -6.177737386256741736e+00 -3.846141623975673163e+00
7.000000000000000000e+00 -6.177774431312346159e+00 -3.846179674990584996e+00
7.500000000000000000e+00 -6.177779384984071420e+00 -3.846184756770934410e+00
8.000000000000000000e+00 -6.177779423938138947e+00 -3.846184811146989624e+00
8.500000000000000000e+00 -6.177779406863727729e+00 -3.846184795842386261e+00
9.000000000000000000e+00 -6.177779404348470393e+00 -3.846184793522055223e+00
9.500000000000000000e+00 -6.177779404048321155e+00 -3.846184793242618305e+00
1.000000000000000000e+01 -6.177779404009972275e+00 -3.846184793206403274e+00
