0.000000000000000000e+00 nan
2.556000000000000112e-03 5.034177813817772296e-02
5.112000000000000224e-03 1.258516702590890823e-01
7.667999999999999469e-03 2.349131498865642820e-01
1.022400000000000045e-02 3.775163317144812347e-01
1.278000000000000143e-02 5.536481998823783446e-01
1.533600000000000067e-02 7.632925935782977067e-01
1.789200000000000165e-02 1.006430206427240792e+00
2.044800000000000090e-02 1.283038588683139469e+00
2.300400000000000014e-02 1.593092150505839300e+00
2.555999999999999939e-02 1.936562165928453316e+00
2.811599999999999863e-02 2.313416777398663804e+00
3.067199999999999441e-02 2.723621000852631813e+00
3.322800000000000059e-02 3.167136731304335484e+00
3.578399999999999637e-02 3.643922748941983425e+00
3.833999999999999908e-02 4.153934725726683652e+00
4.089600000000000180e-02 4.697125232490063418e+00
4.345200000000000451e-02 5.273443746528178266e+00
4.600800000000000722e-02 5.882836659689324676e+00
4.856400000000000994e-02 6.525247286953462122e+00
5.112000000000001265e-02 7.200615875500928631e+00
5.367600000000001537e-02 7.908879614268082392e+00
5.623200000000001808e-02 8.649972643987466014e+00
5.878800000000002079e-02 9.423826067709905274e+00
6.134400000000001657e-02 1.023036796180593377e+01
6.390000000000001235e-02 1.106952338744381414e+01
6.645600000000002894e-02 1.194121440254126298e+01
6.901200000000001777e-02 1.284536007418793879e+01
7.156800000000003437e-02 1.378187649153561800e+01
7.412400000000002320e-02 1.475067677915285813e+01
7.668000000000002592e-02 1.575167111084086713e+01
7.923600000000002863e-02 1.678476672390716118e+01
8.179200000000003135e-02 1.784986793389350623e+01
8.434800000000003406e-02 1.894687614975450884e+01
8.690400000000003677e-02 2.007568988948315436e+01
8.946000000000003949e-02 2.123620479617942891e+01
9.201600000000004220e-02 2.242831365455808879e+01
9.457200000000004492e-02 2.365190640789158039e+01
9.712800000000004763e-02 2.490687017538392212e+01
9.968400000000003647e-02 2.619308926997132758e+01
1.022400000000000531e-01 2.751044521654527486e+01
1.047960000000000419e-01 2.885881677059344241e+01
1.073520000000000585e-01 3.023807993725421639e+01
1.099080000000000473e-01 3.164810799077993408e+01
1.124640000000000639e-01 3.308877149440422727e+01
1.150200000000000528e-01 3.455993832060871540e+01
1.175760000000000693e-01 3.606147367178405716e+01
