3.000000000000000000e+00 -9.764034782545120972e-02 4.769998093096649572e-01
3.500000000000000000e+00 -1.302956129510046968e-01 3.079314791410313057e-01
4.000000000000000000e+00 -1.653155892415642259e-01 1.884772345410739292e-01
4.500000000000000000e+00 -2.011021321251000304e-01 9.856716762582676261e-02
5.000000000000000000e+00 -2.359608764783093782e-01 2.830376178617784524e-02
5.500000000000000000e+00 -2.683621402954769475e-01 -2.750460766509780011e-02
6.000000000000000000e+00 -2.971673631404714300e-01 -7.185636633750545899e-02
6.500000000000000000e+00 -3.217436682844314055e-01 -1.067697618879056704e-01
7.000000000000000000e+00 -3.419483929232057240e-01 -1.338421555081310554e-01
7.500000000000000000e+00 -3.580210883254982268e-01 -1.544689773797037202e-01
8.000000000000000000e+00 -3.704408096988399679e-01 -1.699008748337518249e-01
8.500000000000000000e+00 -3.797947024948696293e-01 -1.812407079958611167e-01
9.000000000000000000e+00 -3.866804824743834690e-01 -1.894307954980711806e-01
9.500000000000000000e+00 -3.916462463052314269e-01 -1.952493052426229891e-01
1.000000000000000000e+01 -3.951609764010707293e-01 -1.993186357501681993e-01
