3.000000000000000000e+00 -9.725929378755773236e-01 3.301907832714988666e-01
3.500000000000000000e+00 -1.454599436624304465e+00 -3.426771202869730581e-01
4.000000000000000000e+00 -1.849336883255370934e+00 -8.215657392318371777e-01
4.500000000000000000e+00 -2.105973236903448953e+00 -1.113345142134162691e+00
5.000000000000000000e+00 -2.246767764012606694e+00 -1.268236697991016015e+00
5.500000000000000000e+00 -2.314783844738200536e+00 -1.341705258257460898e+00
6.000000000000000000e+00 -2.344436931073653696e+00 -1.373383355977401354e+00
6.500000000000000000e+00 -2.356278980045372506e+00 -1.385943700556289127e+00
7.000000000000000000e+00 -2.360660756163845964e+00 -1.390568248871782764e+00
7.500000000000000000e+00 -2.362178916027920739e+00 -1.392164703598428588e+00
8.000000000000000000e+00 -2.362676332523660605e+00 -1.392686310642714753e+00
8.500000000000000000e+00 -2.362831808718802051e+00 -1.392848983213212044e+00
9.000000000000000000e+00 -2.362878511187939790e+00 -1.392897757156850380e+00
9.500000000000000000e+00 -2.362892073494623713e+00 -1.392911898937629456e+00
1.000000000000000000e+01 -2.362895899216819195e+00 -1.392915882773132719e+00
