2.556000000000000112e-03 0.000000000000000000e+00
5.112000000000000224e-03 1.789002489732863780e-07
7.667999999999999469e-03 1.477321239158232628e-06
1.022400000000000045e-02 6.828713458836731178e-06
1.278000000000000143e-02 2.290992934544014951e-05
1.533600000000000067e-02 6.246820903331860744e-05
1.789200000000000165e-02 1.472018911699349004e-04
2.044800000000000090e-02 3.111853165371293085e-04
2.300400000000000014e-02 6.048261635444640355e-04
2.555999999999999939e-02 1.099341462958064019e-03
2.811599999999999863e-02 1.891736667629616286e-03
3.067199999999999441e-02 3.110270341104049568e-03
3.322800000000000059e-02 4.920385266408706937e-03
3.578399999999999637e-02 7.531085064816997986e-03
3.833999999999999908e-02 1.120173375783654370e-02
4.089600000000000180e-02 1.624925410834212811e-02
4.345200000000000451e-02 2.305569904288304675e-02
4.600800000000000722e-02 3.207616899085526802e-02
4.856400000000000994e-02 4.384704658141046207e-02
5.112000000000001265e-02 5.899451881948623161e-02
5.367600000000001537e-02 7.824335562182578585e-02
5.623200000000001808e-02 1.024259124357742995e-01
5.878800000000002079e-02 1.324913235912725251e-01
6.134400000000001657e-02 1.695148520529013991e-01
6.390000000000001235e-02 2.147073603469562275e-01
6.645600000000002894e-02 2.694248666410283266e-01
6.901200000000001777e-02 3.351781492529251616e-01
7.156800000000003437e-02 4.136423622642283471e-01
7.412400000000002320e-02 5.066666244134179209e-01
7.668000000000002592e-02 6.162835430461053310e-01
7.923600000000002863e-02 7.447186346071076324e-01
8.179200000000003135e-02 8.943996029722369734e-01
8.434800000000003406e-02 1.067965436837902571e+00
8.690400000000003677e-02 1.268275287414820429e+00
8.946000000000003949e-02 1.498417087808984416e+00
9.201600000000004220e-02 1.761715875718952828e+00
9.457200000000004492e-02 2.061741781433682252e+00
9.712800000000004763e-02 2.402317643579480855e+00
9.968400000000003647e-02 2.787526215637882832e+00
1.022400000000000531e-01 3.221716926937805425e+00
1.047960000000000419e-01 3.709512162614429620e+00
1.073520000000000585e-01 4.255813027922806135e+00
1.099080000000000473e-01 4.865804563294957141e+00
1.124640000000000639e-01 5.544960377633595172e+00
1.150200000000000528e-01 6.299046668541859795e+00
1.175760000000000693e-01 7.134125599494478998e+00
1.201320000000000582e-01 8.056558005359336860e+00
1.226880000000000748e-01 9.073005399176926389e+00
1.252440000000000497e-01 1.019043125469587707e+01
1.278000000000000524e-01 1.141610154084262696e+01
1.303560000000000552e-01 1.275758448606887185e+01
1.329120000000000579e-01 1.422274955236869687e+01
1.354680000000000606e-01 1.581976560068356186e+01
1.380240000000000633e-01 1.755709823141472015e+01
1.405800000000000660e-01 1.944350628583388385e+01
1.431360000000000965e-01 2.148803749632017812e+01
1.456920000000000714e-01 2.370002327554974286e+01
1.482480000000000742e-01 2.608907263701871315e+01
1.508040000000000769e-01 2.866506524158565483e+01
1.533600000000000796e-01 3.143814356707045121e+01
1.559160000000000823e-01 3.441870420033748701e+01
1.584720000000000850e-01 3.761738825371604378e+01
1.610280000000000877e-01 4.104507091006389174e+01
1.635840000000000904e-01 4.471285010325539844e+01
1.661400000000000932e-01 4.863203434336577402e+01
1.686960000000000959e-01 5.281412969832352644e+01
1.712520000000000986e-01 5.727082594630453372e+01
1.738080000000001013e-01 6.201398191563950490e+01
1.763640000000000763e-01 6.705561003149253452e+01
1.789200000000001067e-01 7.240786009103614163e+01
1.814760000000001094e-01 7.808300229129066850e+01
1.840320000000001122e-01 8.409340953620473158e+01
1.865880000000000871e-01 9.045153905192262300e+01
1.891440000000001176e-01 9.716991334150608850e+01
1.917000000000001203e-01 1.042611005126443047e+02
1.942560000000001230e-01 1.117376940140903230e+02
1.968120000000000980e-01 1.196122918186969031e+02
1.993680000000001007e-01 1.278974750929825461e+02
2.019240000000001312e-01 1.366057863951325544e+02
2.044800000000001339e-01 1.457497074452221000e+02
2.070360000000001366e-01 1.553416365132336807e+02
2.095920000000001115e-01 1.653938654721200123e+02
2.121480000000001420e-01 1.759185565647326825e+02
2.147040000000001447e-01 1.869277189348863146e+02
2.172600000000001474e-01 1.984331849741545284e+02
2.198160000000001224e-01 2.104465865371902851e+02
2.223720000000001529e-01 2.229793310794241279e+02
2.249280000000001556e-01 2.360425777719134715e+02
2.274840000000001583e-01 2.496472136488909825e+02
2.300400000000001333e-01 2.638038298441848610e+02
2.325960000000001360e-01 2.785226979731524466e+02
2.351520000000001664e-01 2.938137467170835180e+02
