2.556000000000000112e-03 0.000000000000000000e+00
5.112000000000000224e-03 1.057873015695640406e+00
7.667999999999999469e-03 1.557308407229273106e+00
1.022400000000000045e-02 2.014615688139783867e+00
1.278000000000000143e-02 2.459288226592293292e+00
1.533600000000000067e-02 2.898893999685510980e+00
1.789200000000000165e-02 3.336177313759225882e+00
2.044800000000000090e-02 3.772356854017545391e+00
2.300400000000000014e-02 4.208057768943620047e+00
2.555999999999999939e-02 4.643639963153848527e+00
2.811599999999999863e-02 5.079332296211748421e+00
3.067199999999999441e-02 5.515293779063423329e+00
3.322800000000000059e-02 5.951643942724959224e+00
3.578399999999999637e-02 6.388478967106149042e+00
3.833999999999999908e-02 6.825880741596969337e+00
4.089600000000000180e-02 7.263922203348754714e+00
4.345200000000000451e-02 7.702670615553130595e+00
4.600800000000000722e-02 8.142189656406982223e+00
4.856400000000000994e-02 8.582540795876585804e+00
5.112000000000001265e-02 9.023784232107070480e+00
5.367600000000001537e-02 9.465979547728453625e+00
5.623200000000001808e-02 9.909186183389429914e+00
5.878800000000002079e-02 1.035346378921064314e+01
6.134400000000001657e-02 1.079887249288989892e+01
6.390000000000001235e-02 1.124547310968482705e+01
6.645600000000002894e-02 1.169332731099308909e+01
6.901200000000001777e-02 1.214249776277805282e+01
7.156800000000003437e-02 1.259304824149714008e+01
7.412400000000002320e-02 1.304504373279083751e+01
7.668000000000002592e-02 1.349855051655991467e+01
7.923600000000002863e-02 1.395363624093300636e+01
8.179200000000003135e-02 1.441036998683862436e+01
8.434800000000003406e-02 1.486882232433644191e+01
8.690400000000003677e-02 1.532906536146114895e+01
8.946000000000003949e-02 1.579117278604077512e+01
9.201600000000004220e-02 1.625521990073834644e+01
9.457200000000004492e-02 1.672128365140903483e+01
9.712800000000004763e-02 1.718944264874948402e+01
9.968400000000003647e-02 1.765977718313138922e+01
1.022400000000000531e-01 1.813236923244991416e+01
1.047960000000000419e-01 1.860730246277427113e+01
1.073520000000000585e-01 1.908466222155843184e+01
1.099080000000000473e-01 1.956453552315226574e+01
1.124640000000000639e-01 2.004701102634491860e+01
1.150200000000000528e-01 2.053217900367170401e+01
1.175760000000000693e-01 2.102013130222204751e+01
1.201320000000000582e-01 2.151096129569789994e+01
1.226880000000000748e-01 2.200476382748946591e+01
1.252440000000000497e-01 2.250163514455661584e+01
1.278000000000000524e-01 2.300167282193054419e+01
1.303560000000000552e-01 2.350497567767972740e+01
1.329120000000000579e-01 2.401164367821725065e+01
1.354680000000000606e-01 2.452177783386275323e+01
1.380240000000000633e-01 2.503548008461072882e+01
1.405800000000000660e-01 2.555285317609827800e+01
1.431360000000000965e-01 2.607400052580819860e+01
1.456920000000000714e-01 2.659902607958852627e+01
1.482480000000000742e-01 2.712803415861550604e+01
1.508040000000000769e-01 2.766112929697438005e+01
1.533600000000000796e-01 2.819841607008038764e+01
1.559160000000000823e-01 2.873999891421040331e+01
1.584720000000000850e-01 2.928598193746411482e+01
1.610280000000000877e-01 2.983646872252133875e+01
1.635840000000000904e-01 3.039156212160911963e+01
1.661400000000000932e-01 3.095136404413837283e+01
1.686960000000000959e-01 3.151597523751412666e+01
1.712520000000000986e-01 3.208549506166623644e+01
1.738080000000001013e-01 3.266002125788786259e+01
1.763640000000000763e-01 3.323964971260706847e+01
1.789200000000001067e-01 3.382447421675223609e+01
1.814760000000001094e-01 3.441458622140417845e+01
1.840320000000001122e-01 3.501007459045675319e+01
1.865880000000000871e-01 3.561102535103336919e+01
1.891440000000001176e-01 3.621752144242836380e+01
