3.000000000000000000e+00 -8.899258395329927573e-01 -8.417861230060726119e-02
3.500000000000000000e+00 -1.055790262787788425e+00 -3.328062150357194438e-01
4.000000000000000000e+00 -1.173902493555007753e+00 -4.901572824581483800e-01
4.500000000000000000e+00 -1.249448007821118756e+00 -5.841902191267714928e-01
5.000000000000000000e+00 -1.293786032015936893e+00 -6.371471129284663748e-01
5.500000000000000000e+00 -1.318044231327981430e+00 -6.653651942249868556e-01
6.000000000000000000e+00 -1.330552334301948969e+00 -6.796589149307724620e-01
6.500000000000000000e+00 -1.336678603541229693e+00 -6.865728598659142090e-01
7.000000000000000000e+00 -1.339547048366036774e+00 -6.897806156390259291e-01
7.500000000000000000e+00 -1.340838327695185850e+00 -6.912146136776055050e-01
8.000000000000000000e+00 -1.341400149279466936e+00 -6.918351147054417893e-01
8.500000000000000000e+00 -1.341637530836445436e+00 -6.920961241800971386e-01
9.000000000000000000e+00 -1.341735339421955775e+00 -6.922032703541419751e-01
9.500000000000000000e+00 -1.341774778770541188e+00 -6.922463391336056704e-01
1.000000000000000000e+01 -1.341790388324665351e+00 -6.922633388996594084e-01
